duration,protocol_type,service,flag,src_bytes,dst_bytes,failed_logins,traffic_count,logged_in,label,attack_type
0,udp,dns,SF,30,2336,0,6,0,Normal,Normal
1,tcp,ssh,REJ,0,0,0,117,0,Intrusion/Attack,Port Scan
14,tcp,http,SF,221,2089,0,11,0,Normal,Normal
44,udp,dns,SF,353,4070,0,6,0,Normal,Normal
5,tcp,http,SF,1709,220,0,48,1,Normal,Normal
0,tcp,ssh,S0,32,0,0,400,0,Intrusion/Attack,SYN Flood
0,tcp,http,S0,0,0,0,251,0,Intrusion/Attack,SYN Flood
0,tcp,other,SH,0,0,0,214,0,Intrusion/Attack,Port Scan
1,udp,smtp,RSTR,20,0,0,143,0,Intrusion/Attack,Port Scan
16,tcp,smtp,SF,513,1349,0,9,0,Normal,Normal
16,tcp,http,SF,41,567,0,3,1,Normal,Normal
31,tcp,ssh,SF,432,266,3,22,0,Intrusion/Attack,Brute Force
75,tcp,http,RSTO,2243,1613,0,2,1,Normal,Normal
1,udp,http,REJ,60,20,0,150,0,Intrusion/Attack,Port Scan
14,tcp,http,REJ,713,1897,0,23,1,Normal,Normal
0,tcp,http,S0,128,0,0,321,0,Intrusion/Attack,SYN Flood
7,tcp,smtp,SF,1198,594,0,23,1,Normal,Normal
0,tcp,http,S0,32,0,0,341,0,Intrusion/Attack,SYN Flood
5,udp,dns,SF,423,1723,0,43,0,Normal,Normal
10,udp,dns,SF,82,3894,0,37,0,Normal,Normal
19,udp,dns,SF,627,495,0,6,0,Normal,Normal
0,tcp,http,S0,32,0,0,368,0,Intrusion/Attack,SYN Flood
0,tcp,http,SF,1333,8712,1,23,1,Normal,Normal
38,tcp,ftp,SF,673,442,3,21,0,Intrusion/Attack,Brute Force
5,udp,dns,SF,969,4624,0,18,0,Normal,Normal
0,tcp,smtp,SF,2092,279,0,1,1,Normal,Normal
24,tcp,http,SF,308,3730,0,3,1,Normal,Normal
1,tcp,http,S0,128,0,0,197,0,Intrusion/Attack,SYN Flood
0,udp,dns,REJ,44,20,0,114,0,Intrusion/Attack,Port Scan
3,tcp,ftp,SF,626,333,0,43,1,Normal,Normal
22,tcp,ssh,RSTO,389,167,3,33,0,Intrusion/Attack,Brute Force
7,tcp,smtp,SF,447,1008,0,9,1,Normal,Normal
2,icmp,other,SF,1471,2820,0,38,0,Normal,Normal
0,icmp,smtp,REJ,44,0,0,227,0,Intrusion/Attack,Port Scan
0,tcp,ssh,SF,112,2463,0,14,1,Normal,Normal
5,udp,dns,SF,635,3457,0,7,0,Normal,Normal
24,tcp,http,SF,1354,864,0,32,1,Normal,Normal
12,tcp,http,SF,815,170,0,2,1,Normal,Normal
41,tcp,http,SF,117,2514,0,38,1,Normal,Normal
19,udp,dns,SF,802,536,0,19,0,Normal,Normal
18,tcp,http,SF,797,8032,0,34,1,Normal,Normal
17,tcp,ftp,SF,382,109,6,19,0,Intrusion/Attack,Brute Force
16,tcp,http,RSTO,327,342,0,48,1,Normal,Normal
0,tcp,smtp,SF,262,237,0,18,1,Normal,Normal
15,udp,other,SF,171,696,0,37,0,Normal,Normal
2,icmp,other,REJ,0,0,0,179,0,Intrusion/Attack,Port Scan
9,tcp,ssh,REJ,520,91,5,31,0,Intrusion/Attack,Brute Force
0,tcp,ssh,S0,40,48,0,309,0,Intrusion/Attack,SYN Flood
0,tcp,ssh,S0,128,48,0,425,0,Intrusion/Attack,SYN Flood
22,tcp,http,SF,3099,1818,0,5,0,Normal,Normal
8,tcp,http,REJ,587,3603,0,55,1,Normal,Normal
6,tcp,http,RSTO,961,448,0,7,1,Normal,Normal
0,tcp,smtp,REJ,44,0,0,164,0,Intrusion/Attack,Port Scan
49,tcp,smtp,SF,503,814,0,20,1,Normal,Normal
12,tcp,ssh,RSTO,429,45,5,40,0,Intrusion/Attack,Brute Force
2,udp,dns,SF,515,479,0,55,0,Normal,Normal
22,tcp,ssh,SF,30,2682,0,44,1,Normal,Normal
36,tcp,smtp,SF,72,11234,0,2,1,Normal,Normal
0,tcp,http,S0,40,48,0,396,0,Intrusion/Attack,SYN Flood
26,tcp,telnet,RSTO,263,92,3,37,0,Intrusion/Attack,Brute Force
1,udp,dns,SF,933,474,0,9,0,Normal,Normal
25,udp,dns,SF,391,2475,0,22,0,Normal,Normal
6,tcp,http,SF,1267,92,0,3,1,Normal,Normal
5,udp,dns,SF,1242,2180,0,18,0,Normal,Normal
0,tcp,http,S0,128,0,0,286,0,Intrusion/Attack,SYN Flood
1,tcp,http,SF,732,2906,0,21,1,Normal,Normal
2,tcp,ssh,S0,0,0,0,45,0,Intrusion/Attack,Port Scan
0,tcp,http,SF,188,230,0,24,0,Normal,Normal
0,udp,dns,SF,427,503,0,1,0,Normal,Normal
33,tcp,ftp,SF,800,48,2,21,0,Intrusion/Attack,Brute Force
17,tcp,other,SF,98,1595,0,12,0,Normal,Normal
6,udp,other,SF,534,239,0,9,0,Normal,Normal
13,tcp,http,SF,1192,1147,0,21,0,Normal,Normal
14,tcp,smtp,SF,61,8526,0,69,1,Normal,Normal
0,tcp,http,S0,0,48,0,321,0,Intrusion/Attack,SYN Flood
11,udp,dns,SF,59,5412,0,58,0,Normal,Normal
8,tcp,http,SF,159,1046,0,2,1,Normal,Normal
0,udp,dns,SF,1268,3164,0,7,0,Normal,Normal
2,icmp,http,REJ,44,20,0,111,0,Intrusion/Attack,Port Scan
12,tcp,http,SF,715,287,0,10,1,Normal,Normal
0,tcp,http,S0,32,0,0,372,0,Intrusion/Attack,SYN Flood
1,tcp,http,S0,40,48,0,368,0,Intrusion/Attack,SYN Flood
0,tcp,dns,SF,60,0,0,232,0,Intrusion/Attack,Port Scan
6,tcp,ssh,SF,197,311,0,15,1,Normal,Normal
34,udp,dns,SF,802,8496,0,53,0,Normal,Normal
0,tcp,smtp,S0,128,48,0,254,0,Intrusion/Attack,SYN Flood
0,udp,smtp,S0,60,20,0,136,0,Intrusion/Attack,Port Scan
0,udp,dns,REJ,120,20,0,77,0,Intrusion/Attack,Port Scan
25,tcp,http,SF,30,1669,0,3,1,Normal,Normal
1,udp,dns,SH,0,0,0,69,0,Intrusion/Attack,Port Scan
32,tcp,ftp,SF,191,173,4,27,0,Intrusion/Attack,Brute Force
8,udp,dns,SF,634,1233,0,11,0,Normal,Normal
1,tcp,other,S0,0,0,0,387,0,Intrusion/Attack,SYN Flood
2,tcp,ftp,RSTO,164,146,4,21,0,Intrusion/Attack,Brute Force
17,tcp,http,SF,47,503,0,30,1,Normal,Normal
39,tcp,ssh,SF,810,201,4,30,0,Intrusion/Attack,Brute Force
6,tcp,http,SF,1438,2272,0,12,1,Normal,Normal
1,tcp,smtp,SF,571,5828,0,3,0,Normal,Normal
0,tcp,dns,REJ,44,0,0,104,0,Intrusion/Attack,Port Scan
59,udp,dns,SF,618,3786,0,4,0,Normal,Normal
25,tcp,other,SF,951,3001,0,2,0,Normal,Normal
3,tcp,http,SF,101,3093,0,11,1,Normal,Normal
1,tcp,smtp,REJ,44,0,0,111,0,Intrusion/Attack,Port Scan
12,tcp,http,SF,291,2610,0,42,1,Normal,Normal
0,tcp,http,S0,32,0,0,341,0,Intrusion/Attack,SYN Flood
25,tcp,http,SF,3175,72,0,9,1,Normal,Normal
7,tcp,http,SF,203,15946,0,1,1,Normal,Normal
0,tcp,http,S0,128,0,0,311,0,Intrusion/Attack,SYN Flood
0,tcp,ssh,S0,40,0,0,279,0,Intrusion/Attack,SYN Flood
5,tcp,ssh,RSTO,161,221,4,32,0,Intrusion/Attack,Brute Force
22,udp,dns,SF,301,96,0,16,0,Normal,Normal
3,tcp,http,SF,331,1701,0,30,1,Normal,Normal
4,udp,other,SF,1270,829,0,23,0,Normal,Normal
1,udp,dns,SF,1435,8089,0,20,0,Normal,Normal
2,tcp,http,SF,223,2082,0,8,1,Normal,Normal
62,tcp,http,SF,507,2606,0,7,1,Normal,Normal
6,udp,dns,SF,311,1273,0,10,0,Normal,Normal
0,tcp,http,S0,0,0,0,277,0,Intrusion/Attack,SYN Flood
1,tcp,dns,REJ,20,20,0,182,0,Intrusion/Attack,Port Scan
12,icmp,other,SF,606,493,0,2,0,Normal,Normal
26,icmp,other,SF,91,6116,0,8,0,Normal,Normal
25,udp,dns,SF,1131,915,0,39,0,Normal,Normal
10,tcp,smtp,SF,1067,1475,0,25,0,Normal,Normal
1,udp,dns,SF,2087,5068,0,44,0,Normal,Normal
14,tcp,ftp,SF,728,567,0,6,1,Normal,Normal
1,udp,http,SH,44,0,0,174,0,Intrusion/Attack,Port Scan
0,tcp,http,S0,128,0,0,315,0,Intrusion/Attack,SYN Flood
19,tcp,http,SF,455,2960,0,7,0,Normal,Normal
24,udp,dns,SF,967,848,0,4,0,Normal,Normal
1,tcp,http,SF,177,3798,0,14,1,Normal,Normal
36,tcp,http,SF,1116,3425,0,30,0,Normal,Normal
0,tcp,http,REJ,32,48,0,440,0,Intrusion/Attack,SYN Flood
3,tcp,http,SF,63,156,0,14,0,Normal,Normal
0,tcp,http,S0,40,0,0,292,0,Intrusion/Attack,SYN Flood
4,tcp,http,SF,120,3041,0,10,1,Normal,Normal
33,tcp,ssh,REJ,577,127,3,26,0,Intrusion/Attack,Brute Force
1,udp,ftp,REJ,60,20,0,96,0,Intrusion/Attack,Port Scan
1,tcp,http,S0,128,0,0,322,0,Intrusion/Attack,SYN Flood
55,udp,dns,SF,1143,15646,0,4,0,Normal,Normal
0,tcp,smtp,SF,1185,10902,0,56,1,Normal,Normal
38,tcp,ssh,RSTO,424,322,4,26,0,Intrusion/Attack,Brute Force
16,udp,dns,SF,1254,6721,0,5,0,Normal,Normal
5,tcp,other,SF,1141,3516,0,1,0,Normal,Normal
7,tcp,smtp,SF,797,8580,0,9,1,Normal,Normal
13,tcp,telnet,SF,464,135,4,31,0,Intrusion/Attack,Brute Force
34,udp,dns,SF,253,221,0,31,0,Normal,Normal
1,tcp,http,SF,183,64,0,5,1,Normal,Normal
4,tcp,ftp,SF,826,68,0,16,1,Normal,Normal
5,tcp,http,SF,415,3846,0,3,1,Normal,Normal
1,tcp,ssh,S0,120,0,0,154,0,Intrusion/Attack,Port Scan
7,tcp,http,SF,1377,2510,0,16,1,Normal,Normal
4,tcp,smtp,SF,239,2534,0,16,1,Normal,Normal
5,tcp,http,SF,471,2655,0,20,1,Normal,Normal
7,tcp,ftp,SF,795,2002,0,1,1,Normal,Normal
0,tcp,ftp,REJ,0,0,0,130,0,Intrusion/Attack,Port Scan
4,tcp,smtp,SF,1999,1438,0,2,1,Normal,Normal
46,tcp,smtp,SF,870,1939,0,9,1,Normal,Normal
11,tcp,http,SF,434,1151,0,35,1,Normal,Normal
9,tcp,http,SF,408,2551,0,5,1,Normal,Normal
27,udp,dns,SF,929,2597,0,1,0,Normal,Normal
2,tcp,ssh,SF,277,1436,0,17,1,Normal,Normal
52,udp,dns,SF,591,17,0,3,0,Normal,Normal
19,tcp,smtp,SF,608,1670,0,4,1,Normal,Normal
11,tcp,http,SF,1375,1266,0,2,1,Normal,Normal
13,tcp,ssh,SF,469,4256,0,8,1,Normal,Normal
1,tcp,other,S0,32,0,0,270,0,Intrusion/Attack,SYN Flood
35,tcp,ssh,SF,549,136,3,28,0,Intrusion/Attack,Brute Force
1,tcp,http,S0,40,0,0,218,0,Intrusion/Attack,SYN Flood
11,tcp,http,SF,962,1000,0,10,1,Normal,Normal
10,tcp,smtp,SF,439,452,0,3,1,Normal,Normal
10,tcp,other,SF,865,1953,0,8,0,Normal,Normal
1,tcp,http,SF,344,1038,0,23,1,Normal,Normal
25,tcp,smtp,SF,30,1437,0,13,1,Normal,Normal
42,tcp,smtp,SF,230,3585,0,3,1,Normal,Normal
6,tcp,smtp,SF,154,901,0,38,1,Normal,Normal
8,tcp,smtp,SF,106,3940,0,2,1,Normal,Normal
72,tcp,ssh,SF,226,566,0,5,1,Normal,Normal
20,tcp,http,SF,920,2535,0,3,1,Normal,Normal
19,tcp,http,SF,1173,1222,0,31,0,Normal,Normal
23,tcp,http,SF,311,2058,0,28,1,Normal,Normal
20,tcp,ftp,SF,30,1075,0,94,1,Normal,Normal
26,tcp,http,SF,286,791,0,3,1,Normal,Normal
9,tcp,ssh,SF,30,1405,0,18,1,Normal,Normal
19,tcp,telnet,SF,571,354,4,30,0,Intrusion/Attack,Brute Force
0,tcp,http,S0,64,0,0,372,0,Intrusion/Attack,SYN Flood
1,tcp,smtp,S0,40,48,0,278,0,Intrusion/Attack,SYN Flood
5,tcp,ssh,SF,606,48,2,31,0,Intrusion/Attack,Brute Force
6,udp,dns,SF,172,2302,0,77,0,Normal,Normal
1,udp,dns,SF,1118,1630,0,15,0,Normal,Normal
7,tcp,http,SF,77,7039,0,6,1,Normal,Normal
16,tcp,http,SF,43,1190,0,14,1,Normal,Normal
15,tcp,ssh,SF,229,483,0,5,1,Normal,Normal
22,tcp,http,SF,685,641,0,16,1,Normal,Normal
2,tcp,http,SF,302,62,0,25,1,Normal,Normal
12,tcp,smtp,SF,200,2598,0,2,1,Normal,Normal
5,tcp,smtp,SF,188,7492,0,10,1,Normal,Normal
0,tcp,http,S0,0,0,0,321,0,Intrusion/Attack,SYN Flood
7,tcp,http,SF,493,3634,0,9,1,Normal,Normal
11,udp,dns,SF,1163,1851,0,38,0,Normal,Normal
20,tcp,http,SF,269,2970,0,9,1,Normal,Normal
4,tcp,http,SF,541,1682,0,2,1,Normal,Normal
1,tcp,http,S0,40,0,0,388,0,Intrusion/Attack,SYN Flood
16,tcp,http,SF,904,3364,0,38,1,Normal,Normal
12,tcp,http,SF,336,1084,0,18,1,Normal,Normal
0,tcp,other,S0,40,48,0,326,0,Intrusion/Attack,SYN Flood
23,tcp,ssh,RSTO,415,154,3,24,0,Intrusion/Attack,Brute Force
1,tcp,http,SF,514,3461,0,29,1,Normal,Normal
17,tcp,http,SF,658,1664,0,17,1,Normal,Normal
5,tcp,smtp,REJ,132,2064,0,8,1,Normal,Normal
6,udp,dns,SF,484,299,0,8,0,Normal,Normal
1,udp,other,REJ,60,20,0,80,0,Intrusion/Attack,Port Scan
40,tcp,http,SF,1462,505,0,16,1,Normal,Normal
18,tcp,other,SF,339,1904,0,3,0,Normal,Normal
1,tcp,smtp,S0,32,48,0,249,0,Intrusion/Attack,SYN Flood
4,tcp,http,RSTO,954,736,0,30,1,Normal,Normal
62,tcp,smtp,SF,608,1667,0,37,1,Normal,Normal
1,tcp,dns,SF,20,0,0,176,0,Intrusion/Attack,Port Scan
13,tcp,ssh,RSTO,565,309,4,29,0,Intrusion/Attack,Brute Force
9,tcp,smtp,SF,297,254,0,18,1,Normal,Normal
17,tcp,http,SF,1916,1997,0,5,1,Normal,Normal
12,tcp,smtp,REJ,1892,1404,0,11,1,Normal,Normal
1,tcp,dns,REJ,120,0,0,235,0,Intrusion/Attack,Port Scan
32,tcp,ftp,SF,198,237,3,30,0,Intrusion/Attack,Brute Force
0,tcp,ssh,SF,765,361,0,13,1,Normal,Normal
1,icmp,other,SF,100,1104,0,11,0,Normal,Normal
16,tcp,http,SF,62,382,0,41,1,Normal,Normal
38,tcp,ftp,SF,539,435,4,30,0,Intrusion/Attack,Brute Force
11,tcp,ftp,SF,410,263,4,28,0,Intrusion/Attack,Brute Force
0,tcp,http,S0,32,0,0,391,0,Intrusion/Attack,SYN Flood
36,tcp,ftp,RSTO,324,53,3,27,0,Intrusion/Attack,Brute Force
14,udp,dns,SF,112,554,1,23,0,Normal,Normal
4,tcp,smtp,SF,1313,950,0,15,1,Normal,Normal
28,tcp,http,SF,532,1735,0,1,1,Normal,Normal
7,tcp,http,SF,1356,5656,0,7,1,Normal,Normal
16,tcp,http,SF,288,49,0,5,1,Normal,Normal
19,tcp,http,SF,2951,763,0,24,1,Normal,Normal
6,udp,dns,SF,1459,7025,0,9,0,Normal,Normal
37,tcp,http,SF,358,1005,1,10,1,Normal,Normal
0,tcp,http,S0,128,0,0,241,0,Intrusion/Attack,SYN Flood
2,udp,dns,SF,2104,1850,0,5,0,Normal,Normal
6,tcp,smtp,SF,64,1597,0,1,1,Normal,Normal
7,tcp,http,SF,30,979,0,74,1,Normal,Normal
6,udp,dns,SF,330,1850,0,7,0,Normal,Normal
26,tcp,ssh,REJ,485,360,4,31,0,Intrusion/Attack,Brute Force
15,tcp,http,SF,705,402,0,26,1,Normal,Normal
0,tcp,http,S0,64,0,0,224,0,Intrusion/Attack,SYN Flood
14,tcp,http,SF,420,3626,0,23,1,Normal,Normal
9,tcp,http,SF,1105,1831,0,18,1,Normal,Normal
3,tcp,http,SF,575,4201,0,15,1,Normal,Normal
0,tcp,ssh,S0,40,0,0,374,0,Intrusion/Attack,SYN Flood
0,tcp,http,S0,0,0,0,274,0,Intrusion/Attack,SYN Flood
30,tcp,http,SF,824,58,0,19,1,Normal,Normal
41,tcp,smtp,SF,230,1067,0,16,1,Normal,Normal
11,tcp,smtp,SF,222,2379,0,18,1,Normal,Normal
30,tcp,ftp,REJ,248,231,4,19,0,Intrusion/Attack,Brute Force
11,tcp,http,SF,418,6135,0,6,1,Normal,Normal
7,tcp,http,SF,387,650,0,5,1,Normal,Normal
22,udp,other,SF,386,1817,0,13,0,Normal,Normal
0,tcp,http,S0,40,48,0,314,0,Intrusion/Attack,SYN Flood
1,tcp,smtp,SF,225,718,0,4,1,Normal,Normal
31,udp,dns,SF,83,2303,0,32,0,Normal,Normal
0,tcp,smtp,REJ,0,0,0,158,0,Intrusion/Attack,Port Scan
36,tcp,smtp,SF,137,4132,0,2,0,Normal,Normal
0,udp,dns,SF,39,2493,0,3,0,Normal,Normal
4,tcp,ssh,SF,384,316,0,1,1,Normal,Normal
7,tcp,ssh,SF,496,194,3,23,0,Intrusion/Attack,Brute Force
77,tcp,ssh,SF,474,234,0,7,1,Normal,Normal
13,udp,dns,SF,214,1097,0,25,0,Normal,Normal
11,tcp,smtp,SF,70,2968,0,2,1,Normal,Normal
23,tcp,http,SF,1098,628,0,20,1,Normal,Normal
2,icmp,other,S0,60,20,0,244,0,Intrusion/Attack,Port Scan
0,tcp,http,S0,0,0,0,246,0,Intrusion/Attack,SYN Flood
25,tcp,ftp,SF,2583,2590,0,7,1,Normal,Normal
19,udp,dns,SF,983,7922,0,16,0,Normal,Normal
0,tcp,http,S0,64,0,0,278,0,Intrusion/Attack,SYN Flood
7,tcp,ftp,SF,1162,2672,0,41,1,Normal,Normal
1,tcp,http,S0,0,0,0,389,0,Intrusion/Attack,SYN Flood
1,udp,dns,SF,324,1934,0,4,0,Normal,Normal
14,tcp,http,SF,781,2980,0,32,1,Normal,Normal
1,tcp,smtp,SF,138,170,0,26,1,Normal,Normal
0,tcp,smtp,SF,568,700,0,51,1,Normal,Normal
8,tcp,other,SF,217,3128,0,3,0,Normal,Normal
0,tcp,http,S0,64,0,0,199,0,Intrusion/Attack,SYN Flood
32,tcp,ftp,RSTO,362,327,5,27,0,Intrusion/Attack,Brute Force
24,tcp,ftp,SF,625,88,3,25,0,Intrusion/Attack,Brute Force
0,tcp,ssh,REJ,60,0,0,82,0,Intrusion/Attack,Port Scan
6,tcp,http,SF,526,252,0,8,1,Normal,Normal
0,tcp,other,S0,64,0,0,214,0,Intrusion/Attack,SYN Flood
14,tcp,http,SF,30,2249,0,4,1,Normal,Normal
33,tcp,ftp,RSTO,454,85,5,28,0,Intrusion/Attack,Brute Force
45,udp,dns,SF,30,1135,0,6,0,Normal,Normal
3,tcp,smtp,SF,2116,1834,0,23,0,Normal,Normal
2,tcp,ssh,REJ,120,20,0,211,0,Intrusion/Attack,Port Scan
1,tcp,dns,REJ,20,0,0,142,0,Intrusion/Attack,Port Scan
30,tcp,ftp,SF,219,304,6,22,0,Intrusion/Attack,Brute Force
56,tcp,http,SF,245,1344,0,14,1,Normal,Normal
1,tcp,http,REJ,20,0,0,237,0,Intrusion/Attack,Port Scan
0,tcp,ssh,REJ,0,20,0,239,0,Intrusion/Attack,Port Scan
3,tcp,http,SF,594,223,0,8,1,Normal,Normal
0,tcp,http,REJ,0,0,0,234,0,Intrusion/Attack,SYN Flood
33,icmp,other,SF,682,157,0,8,0,Normal,Normal
37,tcp,http,SF,410,771,0,1,1,Normal,Normal
1,udp,dns,SF,207,1235,0,2,0,Normal,Normal
17,tcp,ssh,REJ,794,122,5,25,0,Intrusion/Attack,Brute Force
1,tcp,http,SF,762,4153,0,17,1,Normal,Normal
2,tcp,smtp,SH,20,0,0,224,0,Intrusion/Attack,Port Scan
0,udp,smtp,S0,60,0,0,89,0,Intrusion/Attack,Port Scan
1,tcp,http,SF,1580,519,0,68,1,Normal,Normal
18,tcp,http,SF,1835,958,0,11,1,Normal,Normal
0,tcp,smtp,SF,173,1212,0,41,1,Normal,Normal
17,tcp,smtp,SF,327,323,0,12,1,Normal,Normal
0,tcp,http,REJ,64,0,0,288,0,Intrusion/Attack,SYN Flood
37,tcp,telnet,SF,811,236,6,24,0,Intrusion/Attack,Brute Force
45,udp,dns,SF,1303,844,0,10,0,Normal,Normal
25,tcp,http,SF,1056,2287,0,1,1,Normal,Normal
11,udp,other,SF,734,3617,0,15,0,Normal,Normal
1,tcp,http,S0,0,48,0,272,0,Intrusion/Attack,SYN Flood
15,tcp,http,SF,597,2858,0,28,1,Normal,Normal
17,tcp,other,SF,2674,656,0,3,0,Normal,Normal
5,tcp,http,SF,124,2134,0,5,0,Normal,Normal
5,udp,dns,SF,116,98,0,10,0,Normal,Normal
20,tcp,http,SF,2306,1383,0,14,1,Normal,Normal
8,udp,other,SF,498,1555,0,35,0,Normal,Normal
0,tcp,http,S0,32,0,0,239,0,Intrusion/Attack,SYN Flood
8,udp,dns,SF,686,130,0,16,0,Normal,Normal
4,udp,dns,SF,2310,479,0,11,0,Normal,Normal
1,tcp,http,S0,128,0,0,316,0,Intrusion/Attack,SYN Flood
0,tcp,ssh,RSTO,128,0,0,347,0,Intrusion/Attack,SYN Flood
9,tcp,ftp,REJ,466,356,4,29,0,Intrusion/Attack,Brute Force
56,tcp,http,SF,157,6561,0,43,1,Normal,Normal
42,udp,dns,SF,733,1083,0,6,0,Normal,Normal
43,tcp,http,SF,142,4997,0,10,1,Normal,Normal
20,tcp,http,SF,463,3996,0,3,1,Normal,Normal
4,tcp,ssh,SF,434,647,0,2,1,Normal,Normal
5,tcp,telnet,RSTO,575,211,4,24,0,Intrusion/Attack,Brute Force
3,tcp,smtp,SF,456,898,0,17,1,Normal,Normal
25,tcp,ssh,SF,754,164,6,34,0,Intrusion/Attack,Brute Force
1,tcp,other,REJ,120,0,0,165,0,Intrusion/Attack,Port Scan
12,tcp,ssh,SF,371,299,2,33,0,Intrusion/Attack,Brute Force
13,tcp,smtp,SF,309,3324,0,19,1,Normal,Normal
2,tcp,ftp,REJ,0,20,0,230,0,Intrusion/Attack,Port Scan
0,tcp,other,S0,44,0,0,138,0,Intrusion/Attack,Port Scan
17,tcp,ssh,REJ,351,439,4,27,0,Intrusion/Attack,Brute Force
5,tcp,http,SF,30,3649,0,6,0,Normal,Normal
61,tcp,smtp,SF,182,1133,0,2,1,Normal,Normal
2,udp,dns,SF,79,416,0,20,0,Normal,Normal
0,tcp,http,REJ,120,20,0,179,0,Intrusion/Attack,Port Scan
12,tcp,smtp,SF,272,3985,0,5,1,Normal,Normal
36,tcp,ssh,SF,849,374,3,26,0,Intrusion/Attack,Brute Force
77,tcp,ftp,SF,527,447,0,9,1,Normal,Normal
1,udp,telnet,RSTR,0,0,0,173,0,Intrusion/Attack,Port Scan
5,tcp,smtp,SF,502,1829,0,3,1,Normal,Normal
28,tcp,ssh,SF,748,165,5,31,0,Intrusion/Attack,Brute Force
0,tcp,http,S0,40,0,0,283,0,Intrusion/Attack,SYN Flood
6,udp,dns,SF,310,7614,0,24,0,Normal,Normal
0,tcp,http,S0,64,0,0,327,0,Intrusion/Attack,SYN Flood
13,tcp,ftp,REJ,539,1188,0,48,0,Normal,Normal
79,tcp,http,REJ,99,4757,0,1,1,Normal,Normal
8,tcp,http,SF,381,111,0,23,1,Normal,Normal
2,tcp,other,REJ,60,0,0,150,0,Intrusion/Attack,Port Scan
28,udp,dns,SF,111,52,0,2,0,Normal,Normal
1,tcp,http,SF,1227,1282,0,33,1,Normal,Normal
1,tcp,other,S0,0,0,0,366,0,Intrusion/Attack,SYN Flood
8,tcp,http,SF,184,3311,0,35,1,Normal,Normal
22,udp,dns,SF,943,2823,1,9,0,Normal,Normal
23,tcp,http,SF,90,3452,0,1,1,Normal,Normal
22,udp,dns,SF,1730,3162,0,2,0,Normal,Normal
8,tcp,ftp,SF,691,2891,0,4,1,Normal,Normal
11,tcp,ssh,SF,261,9388,0,22,1,Normal,Normal
6,udp,dns,SF,84,586,0,32,0,Normal,Normal
3,tcp,http,SF,30,1728,0,11,0,Normal,Normal
5,udp,dns,SF,113,5429,0,28,0,Normal,Normal
63,tcp,http,SF,576,711,0,2,0,Normal,Normal
4,tcp,smtp,SF,2366,1214,0,5,1,Normal,Normal
0,tcp,smtp,SF,107,171,2,6,0,Normal,Normal
1,tcp,ssh,S0,0,0,0,155,0,Intrusion/Attack,Port Scan
12,tcp,smtp,SF,1956,276,0,15,1,Normal,Normal
8,tcp,ssh,SF,153,303,2,23,0,Intrusion/Attack,Brute Force
0,tcp,http,S0,32,0,0,286,0,Intrusion/Attack,SYN Flood
2,tcp,http,REJ,20,0,0,245,0,Intrusion/Attack,Port Scan
2,udp,dns,REJ,120,0,0,214,0,Intrusion/Attack,Port Scan
2,tcp,http,RSTO,714,802,0,15,1,Normal,Normal
8,tcp,ssh,SF,697,1381,0,14,0,Normal,Normal
7,udp,dns,SF,510,2278,0,27,0,Normal,Normal
0,tcp,http,S0,32,0,0,315,0,Intrusion/Attack,SYN Flood
17,tcp,http,SF,292,2761,0,11,1,Normal,Normal
28,tcp,ftp,RSTO,528,431,3,20,0,Intrusion/Attack,Brute Force
12,tcp,http,SF,743,993,0,10,1,Normal,Normal
24,tcp,ssh,SF,786,142,3,25,0,Intrusion/Attack,Brute Force
44,tcp,http,SF,824,1125,0,1,1,Normal,Normal
7,tcp,http,SF,810,1069,0,32,1,Normal,Normal
5,tcp,http,SF,473,1154,0,2,1,Normal,Normal
21,udp,dns,SF,431,538,0,7,0,Normal,Normal
2,tcp,dns,REJ,120,0,0,113,0,Intrusion/Attack,Port Scan
13,tcp,http,SF,672,3400,0,29,1,Normal,Normal
32,tcp,ftp,SF,460,204,6,26,0,Intrusion/Attack,Brute Force
22,tcp,ssh,SF,783,272,3,32,0,Intrusion/Attack,Brute Force
0,udp,ssh,S0,0,0,0,172,0,Intrusion/Attack,Port Scan
8,tcp,http,SF,288,2004,0,72,1,Normal,Normal
0,tcp,other,RSTR,44,0,0,120,0,Intrusion/Attack,Port Scan
9,tcp,smtp,SF,413,4963,0,12,1,Normal,Normal
8,tcp,smtp,REJ,426,1133,0,1,1,Normal,Normal
17,tcp,ssh,SF,1833,1940,0,61,1,Normal,Normal
16,udp,dns,SF,890,342,0,19,0,Normal,Normal
3,udp,dns,SF,1104,6395,0,10,0,Normal,Normal
60,icmp,other,SF,388,4511,0,8,0,Normal,Normal
0,tcp,ftp,S0,20,20,0,201,0,Intrusion/Attack,Port Scan
13,tcp,ftp,SF,85,7919,0,5,1,Normal,Normal
1,tcp,other,S0,0,0,0,158,0,Intrusion/Attack,Port Scan
21,tcp,ssh,RSTO,326,303,3,40,0,Intrusion/Attack,Brute Force
5,udp,dns,SF,237,421,0,1,0,Normal,Normal
12,tcp,smtp,SF,39,2936,0,7,1,Normal,Normal
0,tcp,http,S0,40,0,0,314,0,Intrusion/Attack,SYN Flood
0,tcp,http,S0,64,0,0,347,0,Intrusion/Attack,SYN Flood
10,tcp,ssh,SF,68,3369,0,10,0,Normal,Normal
15,tcp,smtp,SF,61,7089,0,7,1,Normal,Normal
